-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0
-13.5862126943,-6.44065407946,-0.218522826738,1.55902051626,5.11385980435,11.6143747234,15.5436111635,21.4009624667
-12.1534903184,-6.13086029717,-2.20989641576,1.77246146983,5.56723519257,11.1924550062,16.5957372143,21.1266469668
-12.6037147765,-6.69020400387,-4.68268835084,2.7470474196,5.83323831359,12.9048783873,18.2931475301,20.8371403106
-12.719793648,-7.36074559976,-4.93201205084,3.82892795242,6.68063237595,12.3861473912,15.0450427375,21.0661496027
-12.4071999107,-7.7704591844,-3.23148759619,4.68954437735,6.44864126406,11.6788336694,15.5401566792,21.0513012184
-12.2001576144,-8.1207083098,-3.96449390796,4.7551358813,6.54427609004, ,16.3688835767,22.0570756538
-12.044924547,-7.8592640317,-4.19161663684,3.17009058753,5.94501883559, ,16.3298674535,21.3856252491
-11.980467454,-7.98546083989,-3.94612736684,3.01063529095,5.61326731581, , ,21.1070794667
 ,-7.5507135638,-3.52367177418,2.67189071392,5.82124324138, , ,21.1526832114
 ,-7.11401335247,-3.77450834798,4.32545661928,6.37589761118, , ,21.3511809763
 ,-6.96567063899,-3.85342740111,3.26814360641,6.48462047354, , ,21.3723238402
 ,-6.49388745897,-3.77776905699,2.84729130148,6.28703767107, , ,21.5885977426
 ,-6.21653819615,-3.49820266561,3.04325006472,6.2614235907, , ,21.6730430438
 ,-5.03666956759,-3.21003169607,2.83358951107,9.24883709668, , , 
 ,-5.23007461125,-3.26890427584,2.84302057151, , , , 
 ,-6.26613495381,-3.27511965951,2.86208699762, , , , 
 , ,-3.30921873524,2.95303042594, , , , 
 , ,-3.14752380541,2.97823039193, , , , 
 , ,-3.13506105366,3.09821348011, , , , 
 , ,-3.3345897953,3.12621252397, , , , 
 , ,-3.28159192195,3.97567182774, , , , 
 , ,-3.36297483543,2.65504895486, , , , 
 , ,-3.45788911927,0.220404793842, , , , 
 , ,-3.48264950382, , , , , 
 , ,-3.4834989691, , , , , 
 , ,-3.58584523247, , , , , 
 , ,-4.45387861805, , , , , 
 , ,-2.44551142181, , , , , 
